Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Genre_Group
Fantastic Four,154696080,330579719,4702358,87500000,Jul 08 2005,PG-13,123,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Tim Story,27,5.7,71675,Action
54,16757163,16757163,NA,13000000,Aug 28 1998,R,92,Miramax,Original Screenplay,Drama,Dramatization,NA,13,5.6,15023,Drama
2 Fast 2 Furious,127120058,236220058,NA,76000000,Jun 06 2003,PG-13,107,Universal,Based on Magazine Article,Action,Contemporary Fiction,John Singleton,36,5.1,44151,Action
The Fast and the Furious,144512310,206512310,NA,38000000,Jun 22 2001,PG-13,107,Universal,Based on Magazine Article,Action,Contemporary Fiction,Rob Cohen,53,6,67939,Action
Fool's Gold,70231041,109362966,20620930,72500000,Feb 08 2008,PG-13,NA,Warner Bros.,Original Screenplay,Adventure,Contemporary Fiction,Andy Tennant,NA,7.6,93,Adventure
Fahrenheit 9/11,119114517,222414517,NA,6000000,Jun 23 2004,R,122,Lionsgate,Based on Real Life Events,Documentary,Factual,Michael Moore,83,7.6,74424,Other
Capitalism: A Love Story,14363397,14678228,2987505,20000000,Sep 23 2009,R,NA,Overture Films,Based on Real Life Events,Documentary,Factual,Michael Moore,75,7.3,11829,Other
From Hell,31598308,31598308,NA,35000000,Oct 19 2001,R,123,20th Century Fox,Based on Comic/Graphic Novel,Thriller/Suspense,Historical Fiction,Albert Hughes,57,6.8,53477,Thriller/Suspense
Fido,298110,419801,NA,8000000,Jun 15 2007,R,93,Lionsgate,Original Screenplay,Horror,Fantasy,NA,NA,6.9,11683,Horror
Fight Club,37030102,100853753,NA,65000000,Oct 15 1999,R,139,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,David Fincher,81,8.8,382470,Drama
Final Fantasy: The Spirits Within,32131830,85131830,NA,137000000,Jul 11 2001,PG-13,120,Sony Pictures,Based on Game,Adventure,Science Fiction,NA,NA,6.4,36227,Adventure
Finding Forrester,51768623,80013623,NA,43000000,Dec 19 2000,PG-13,137,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,74,7.2,35966,Drama
Freddy Got Fingered,14249005,14249005,NA,15000000,Apr 20 2001,R,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,11,4,25033,Comedy
Firestorm,8123860,8123860,NA,19000000,Jan 09 1998,R,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,NA,NA,4.4,2118,Action
Fish Tank,374675,374675,NA,3000000,Jan 15 2010,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5940,Other
Felicia's Journey,824295,1970268,NA,15000000,Nov 12 1999,PG-13,NA,Artisan,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,88,6.9,4790,Drama
From Justin to Kelly,4922166,4922166,NA,12000000,Jun 20 2003,PG,NA,20th Century Fox,Based on TV,Musical,Contemporary Fiction,NA,8,1.6,17596,Musical
Final Destination,53302314,112802314,NA,23000000,Mar 17 2000,R,98,New Line,Original Screenplay,Horror,Fantasy,James Wong,31,6.8,52618,Horror
Flags of Our Fathers,33602376,61902376,45105366,53000000,Oct 20 2006,R,NA,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Clint Eastwood,73,7.2,42788,Drama
Flawless,4485485,4485485,NA,27000000,Nov 24 1999,R,NA,MGM,Original Screenplay,Drama,Contemporary Fiction,Joel Schumacher,43,6.7,8125,Drama
Flammen og Citronen,148089,1635241,NA,9000000,Jul 31 2009,NA,132,IFC Films,NA,Thriller/Suspense,Historical Fiction,NA,NA,7.2,4182,Thriller/Suspense
Flicka,21000147,21893591,49974754,15000000,Oct 20 2006,PG,94,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,NA,54,5.7,2832,Drama
Flight of the Phoenix,21009180,34009180,NA,75000000,Dec 17 2004,PG-13,NA,20th Century Fox,Remake,Adventure,Historical Fiction,NA,30,6,18568,Adventure
United 93,31567134,76366864,17832230,18000000,Apr 28 2006,R,NA,Universal,Based on Real Life Events,Drama,Dramatization,Paul Greengrass,91,7.8,46691,Drama
Flubber,92993801,177993801,NA,80000000,Nov 26 1997,PG,93,Walt Disney Pictures,Remake,Comedy,Kids Fiction,Les Mayfield,17,4.6,18890,Comedy
Flushed Away,64665672,177665672,71025931,149000000,Nov 03 2006,PG,85,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Sam Fell,72,7,21334,Comedy
Flyboys,13090630,14816379,23631077,60000000,Sep 22 2006,PG-13,139,MGM,Based on Real Life Events,Drama,Dramatization,Tony Bill,33,6.5,13934,Drama
Fly Me To the Moon,14543943,40098231,NA,25000000,Aug 15 2008,G,89,Summit Entertainment,Original Screenplay,Adventure,Kids Fiction,NA,17,4.7,1653,Adventure
Find Me Guilty,1173673,1788077,NA,13000000,Mar 17 2006,R,NA,Freestyle Releasing,Based on Real Life Events,Drama,Dramatization,Sidney Lumet,60,7.1,12800,Drama
The Family Man,75764085,124715863,NA,60000000,Dec 22 2000,PG-13,126,Universal,Original Screenplay,Comedy,Contemporary Fiction,Brett Ratner,52,6.6,34090,Comedy
Friends with Money,13368437,15328368,7822762,6500000,Apr 07 2006,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,71,6.1,11087,Comedy
Finding Nemo,339714978,867894287,NA,94000000,May 30 2003,G,100,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Andrew Stanton,98,8.2,165006,Adventure
Finishing the Game,52850,52850,NA,500000,Oct 05 2007,Not Rated,NA,IFC First Take,Original Screenplay,Comedy,Contemporary Fiction,Justin Lin,35,NA,NA,Comedy
Foodfight!,0,0,NA,65000000,Dec 31 2009,PG,NA,Lionsgate,Original Screenplay,Comedy,Kids Fiction,NA,NA,NA,NA,Comedy
Formula 51,5204007,5204007,NA,27000000,Oct 18 2002,R,NA,Screen Media Films,Original Screenplay,Action,Contemporary Fiction,NA,NA,NA,NA,Action
The Fountain,10144010,15461638,8752844,35000000,Nov 22 2006,PG-13,96,Warner Bros.,Original Screenplay,Drama,Science Fiction,Darren Aronofsky,51,7.4,72562,Drama
Fantastic Four: Rise of the Silver Surfer,131921738,288215319,62277740,120000000,Jun 15 2007,PG,92,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Tim Story,36,NA,NA,Action
Farce of the Penguins,0,0,1619183,5000000,Jan 30 2007,R,NA,ThinkFilm,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,4.1,3186,Comedy
Flightplan,89706988,225706988,NA,55000000,Sep 23 2005,PG-13,93,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,38,6.2,45305,Thriller/Suspense
Frailty,13110448,17423030,NA,11000000,Apr 12 2002,R,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,74,7.3,27629,Thriller/Suspense
The Forbidden Kingdom,52075270,129075270,23318686,55000000,Apr 18 2008,PG-13,105,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64,6.7,36548,Action
Freedom Writers,36605602,43090741,20532539,21000000,Jan 05 2007,PG-13,122,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Richard LaGravenese,69,7.5,18065,Drama
Next Friday,57176582,59675307,NA,9500000,Jan 12 2000,R,98,New Line,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,21,5.3,10176,Comedy
Freaky Friday,110222438,160822438,NA,26000000,Aug 06 2003,PG,97,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Mark Waters,88,6.5,29137,Comedy
Frequency,44983704,68079671,NA,31000000,Apr 28 2000,PG-13,118,New Line,Original Screenplay,Drama,Science Fiction,NA,69,7.3,35968,Drama
Serenity,25514517,38514517,NA,39000000,Sep 30 2005,PG-13,119,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81,8,106648,Action
The Forgotton,66711892,111311892,NA,50000000,Sep 24 2004,PG-13,91,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joseph Ruben,NA,4.9,1169,Thriller/Suspense
Jason X,13121555,16951798,NA,14000000,Apr 26 2002,R,NA,New Line,NA,Horror,Contemporary Fiction,NA,21,4.4,17964,Horror
Friday the 13th,65002019,91700771,9566980,17000000,Feb 13 2009,R,NA,Warner Bros.,NA,Horror,Fantasy,NA,26,5.6,26798,Horror
Friday After Next,33253609,33526835,NA,10000000,Nov 22 2002,R,85,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,25,5.3,6742,Comedy
Frida,25885000,56298474,NA,12000000,Oct 25 2002,R,123,Miramax,Based on Real Life Events,Drama,Dramatization,NA,76,7.3,26243,Drama
Friday Night Lights,61255921,61950770,NA,30000000,Oct 08 2004,PG-13,117,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Berg,81,7.2,20868,Drama
Frozen River,2503902,5281776,NA,1000000,Aug 01 2008,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,87,7.2,10447,Drama
The Princess and the Frog,104374107,263467382,68101150,105000000,Nov 25 2009,G,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,John Musker,84,7.4,16232,Adventure
Full Frontal,2512846,3438804,NA,2000000,Aug 02 2002,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Steven Soderbergh,37,4.8,6660,Comedy
Fireproof,33451479,33451479,31898934,500000,Sep 26 2008,PG,122,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40,5.6,5498,Drama
The Forsaken,6755271,6755271,NA,5000000,Apr 27 2001,R,NA,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,8,5.1,4679,Horror
Frost/Nixon,18622031,28144586,6677601,29000000,Dec 05 2008,R,122,Universal,Based on Play,Drama,Dramatization,Ron Howard,92,7.9,36366,Drama
Factory Girl,1661464,1661464,NA,7000000,Dec 29 2006,R,90,MGM,Based on Real Life Events,Drama,Dramatization,NA,19,6.1,8680,Drama
Fateless,196857,196857,NA,12000000,Jan 06 2006,R,NA,ThinkFilm,Based on Real Life Events,Drama,NA,NA,NA,6,462,Drama
The Full Monty,45950122,257938649,NA,3500000,Aug 13 1997,R,90,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,95,7.2,40877,Comedy
Fun With Dick And Jane,110550000,202250000,29638269,140000000,Dec 21 2005,PG-13,90,Sony Pictures,Remake,Comedy,Contemporary Fiction,NA,29,6.3,1788,Comedy
Funny People,51855045,71880305,13721109,70000000,Jul 31 2009,R,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Judd Apatow,67,6.8,37791,Comedy
Fur,223202,2281089,NA,16800000,Nov 10 2006,R,121,Picturehouse,Based on Book/Short Story,Drama,Dramatization,NA,NA,NA,NA,Drama
Furry Vengeance,17630465,21630465,4335991,35000000,Apr 30 2010,PG,NA,Summit Entertainment,Original Screenplay,Comedy,Kids Fiction,Roger Kumble,8,2.6,3458,Comedy
Fever Pitch,42071069,50071069,NA,40000000,Apr 08 2005,PG-13,NA,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Bobby Farrelly,NA,6.3,16736,Comedy
For Your Consideration,5549923,5549923,NA,12000000,Nov 17 2006,PG-13,86,Warner Independent,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,50,6.2,7780,Comedy
The Game,48265581,48265581,NA,50000000,Sep 12 1997,R,128,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,80,7.7,74136,Thriller/Suspense
Gangs of New York,77730500,190400000,NA,97000000,Dec 20 2002,R,168,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75,7.4,113378,Drama
Garfield,75367693,200802638,NA,50000000,Jun 11 2004,PG,80,20th Century Fox,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Peter Hewitt,NA,4.8,19870,Comedy
Georgia Rule,18882880,20819601,19382312,20000000,May 11 2007,R,111,Universal,Original Screenplay,Drama,Contemporary Fiction,Garry Marshall,17,5.8,10902,Drama
Gattaca,12532777,12532777,NA,36000000,Oct 24 1997,PG-13,NA,Sony Pictures,Original Screenplay,Drama,Science Fiction,Andrew Niccol,82,7.8,70906,Drama
"Gone, Baby, Gone",20300218,34619699,11406490,19000000,Oct 19 2007,R,114,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,NA,NA,NA,Drama
"Goodbye, Lenin!",4063859,79316616,NA,6400000,Feb 27 2004,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,3.3,198,Comedy
Good Boy!,37667746,45312217,NA,17000000,Oct 10 2003,PG,87,MGM,Based on Book/Short Story,Comedy,Kids Fiction,NA,45,5,1961,Comedy
Gods and Generals,12882934,12923936,NA,55000000,Feb 21 2003,PG-13,NA,Warner Bros.,NA,Drama,Historical Fiction,NA,8,6,7437,Drama
The Good German,1308696,1308696,NA,32000000,Dec 15 2006,R,104,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Soderbergh,32,6.1,13007,Drama
Gods and Monsters,6451628,6451628,NA,3500000,Nov 06 1998,R,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Bill Condon,96,7.5,15946,Drama
The Good Night,22441,22441,NA,15000000,Oct 05 2007,R,93,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,29,6,4332,Romantic Comedy
The Good Thief,3517797,3517797,NA,30000000,Apr 02 2003,R,NA,Fox Searchlight,Remake,Drama,Contemporary Fiction,Neil Jordan,78,NA,NA,Drama
George and the Dragon,0,0,NA,32000000,Dec 31 2004,PG,NA,NA,Original Screenplay,NA,NA,NA,NA,5.7,1762,Other
Gerry,254683,254683,NA,7000000,Feb 14 2003,R,NA,ThinkFilm,NA,Drama,NA,Gus Van Sant,NA,6.2,8583,Drama
G-Force,119436770,287389685,44145849,82500000,Jul 24 2009,PG,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,22,5,9633,Adventure
Gridiron Gang,38432823,41480851,34066576,30000000,Sep 15 2006,PG-13,126,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Phil Joanou,41,6.8,12400,Drama
The Good Girl,14018296,15976468,NA,8000000,Aug 07 2002,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,NA,81,6.6,21460,Comedy
Ghost Ship,30113491,68349884,NA,20000000,Oct 25 2002,R,91,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,NA,13,5.3,25891,Horror
Ghosts of Mississippi,13052741,13052741,NA,36000000,Dec 20 1996,PG-13,NA,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Rob Reiner,50,6.4,5276,Drama
The Glass House,17951431,22861785,NA,22000000,Sep 14 2001,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,21,5.6,10629,Thriller/Suspense
Ghost Rider,115802596,237702596,103730683,120000000,Feb 16 2007,PG-13,110,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,26,5.2,63235,Action
Ghost Town,13252641,26612350,7574314,20000000,Sep 19 2008,PG-13,102,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85,4.7,310,Romantic Comedy
The Gift,12008642,44567606,NA,10000000,Dec 19 2000,R,NA,Paramount Vantage,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sam Raimi,56,6.7,28488,Thriller/Suspense
Gigli,6087542,7266209,NA,54000000,Aug 01 2003,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martin Brest,6,2.4,29031,Romantic Comedy
G.I.Jane,48169156,48169156,NA,50000000,Aug 22 1997,R,124,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Ridley Scott,NA,5.5,23807,Drama
G.I. Joe: The Rise of Cobra,150201498,302469019,69866155,175000000,Aug 07 2009,PG-13,118,Paramount Pictures,Based on Toy,Action,Contemporary Fiction,Stephen Sommers,NA,5.8,47052,Action
"Girl, Interrupted",28871190,28871190,NA,24000000,Dec 21 1999,R,127,Sony Pictures,Based on Real Life Events,Drama,Dramatization,James Mangold,53,NA,NA,Drama
Gladiator,187683805,457683805,NA,103000000,May 05 2000,R,150,Sony Pictures,Original Screenplay,Action,Historical Fiction,Ridley Scott,77,8.3,279512,Action
Glitter,4273372,4273372,NA,8500000,Sep 21 2001,PG-13,NA,20th Century Fox,Original Screenplay,Musical,Contemporary Fiction,Vondie Curtis-Hall,7,2,13778,Musical
Gloria,4167493,4967493,NA,30000000,Jan 22 1999,R,NA,Sony Pictures,Remake,Drama,Contemporary Fiction,Sidney Lumet,19,4.7,2726,Drama
Good Luck Chuck,35017297,59183821,26234476,25000000,Sep 21 2007,R,96,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,5,5.6,29013,Romantic Comedy
John Carpenter's Ghosts of Mars,8434601,8434601,NA,28000000,Aug 24 2001,R,NA,Screen Media Films,Original Screenplay,Action,Science Fiction,John Carpenter,NA,NA,NA,Action
The Green Mile,136801374,286601374,NA,60000000,Dec 10 1999,R,187,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,Frank Darabont,77,8.4,198916,Drama
The Game of Their Lives,375474,375474,NA,20000000,Apr 22 2005,PG,NA,IFC Films,Based on Book/Short Story,Drama,NA,NA,25,6,1443,Drama
"Gandhi, My Father",240425,1375194,NA,5000000,Aug 03 2007,Not Rated,NA,Eros Entertainment,Based on Book/Short Story,Drama,Dramatization,NA,40,8.1,50881,Drama
Good Night and Good Luck,31501218,54601218,20967273,7000000,Oct 07 2005,PG,NA,Warner Independent,Based on Real Life Events,Drama,Dramatization,George Clooney,NA,7.7,42797,Drama
The General's Daughter,102705852,149705852,NA,60000000,Jun 18 1999,R,116,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Simon West,22,6.1,23570,Drama
Gun Shy,1638202,1638202,NA,10000000,Feb 04 2000,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,24,5.4,3607,Comedy
Go!,16875273,28383441,NA,6500000,Apr 09 1999,R,103,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Doug Liman,92,NA,NA,Other
Goal!,4283255,27610873,12616824,33000000,May 12 2006,PG,121,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,NA,6.9,16809,Drama
Godzilla 2000,10037390,10037390,NA,1000000,Aug 18 2000,PG,NA,Sony Pictures,Remake,Action,Science Fiction,NA,NA,NA,NA,Action
Godsend,14334645,16910708,NA,30000000,Apr 30 2004,PG-13,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,NA,4,4.7,13866,Thriller/Suspense
Godzilla,136314294,376000000,NA,125000000,May 19 1998,PG-13,139,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25,4.8,59455,Action
Smiling Fish and Goat on Fire,277233,277233,NA,40000,Aug 25 2000,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
Gone in 60 Seconds,101643008,232643008,NA,103300000,Jun 09 2000,PG-13,118,NA,NA,NA,NA,NA,NA,6.4,2940,Other
Good,27276,27276,NA,16000000,Dec 31 2008,R,NA,ThinkFilm,Based on Play,Drama,Historical Fiction,NA,34,6.2,1926,Drama
Good Will Hunting,138433435,225933435,NA,10000000,Feb 20 1987,R,126,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97,8.1,150415,Drama
Gosford Park,41300105,41300105,NA,18000000,Dec 26 2001,R,137,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86,7.3,36648,Comedy
Gossip,5108820,12591270,NA,14000000,Apr 21 2000,R,NA,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,NA,28,NA,NA,Drama
The Game Plan,90648202,147914546,50113315,22000000,Sep 22 2007,PG,110,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27,6.3,14984,Comedy
Girl with a Pearl Earring,11634362,22106210,NA,12000000,Dec 12 2003,PG-13,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71,7.1,23493,Drama
Galaxy Quest,71423726,90523726,NA,45000000,Dec 25 1999,PG,104,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,NA,89,7.2,52507,Comedy
Saving Grace,12178602,24325623,NA,4000000,Aug 04 2000,R,NA,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,NA,63,6.8,8543,Comedy
Gracie,2956339,3036736,NA,9000000,Jun 01 2007,PG-13,98,Picturehouse,Based on Real Life Events,Drama,Dramatization,NA,59,6.2,2084,Drama
The Great Raid,10166502,10597070,NA,60000000,Aug 12 2005,R,NA,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36,6.8,8894,Action
The Grand,115879,115879,NA,3000000,Mar 21 2008,R,NA,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,NA,6.1,3346,Comedy
The Constant Gardener,33579798,81079798,NA,25500000,Aug 31 2005,R,NA,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83,7.6,50763,Drama
Garden State,26782316,32381151,NA,2500000,Jul 28 2004,R,109,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86,7.9,92594,Drama
Grease,305260,206005260,21249794,6000000,Jun 16 1978,PG,NA,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83,7,60146,Musical
Green Zone,35053660,84788541,14424476,100000000,Mar 12 2010,R,NA,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55,7.1,26759,Drama
George Of The Jungle,105263257,174463257,NA,55000000,Jul 16 1997,PG,91,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,NA,54,5.3,19685,Comedy
The Brothers Grimm,37899638,105299638,NA,80000000,Aug 26 2005,PG-13,NA,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37,5.9,43532,Adventure
The Girl Next Door,14589444,18589444,NA,25000000,Apr 09 2004,R,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56,7,5614,Romantic Comedy
How the Grinch Stole Christmas,260044825,345141403,NA,123000000,Nov 17 2000,PG,104,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53,5.7,40310,Comedy
Grindhouse,25031037,50187789,31070911,53000000,Apr 06 2007,R,191,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,NA,7.9,82770,Horror
Get Rich or Die Tryin',30981850,46437122,9906347,40000000,Nov 09 2005,R,NA,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16,4,18126,Drama
Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,35069986,30000000,Oct 05 2005,G,85,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95,7.9,38158,Adventure
Groove,1115313,1167524,NA,500000,Jun 09 2000,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,56,5.8,2486,Comedy
